"row$Identification";"genotype";"latitude";"longitude"
"Resorption_2017_KevinS-1117";"Ler-0";"47,984";"10,8719"
"Resorption_2017_KevinS-1119";"Mot-0";"38,19";"-6,24"
"Resorption_2017_KevinS-1121";"Furni-1";"45,14";"25"
"Resorption_2017_KevinS-1122";"Dolen-1";"41,62";"23,94"
"Resorption_2017_KevinS-1125";"Aitba-1";"31,48";"-7,45"
"Resorption_2017_KevinS-1151";"Noveg-2";"51,77";"80,85"
"Resorption_2017_KevinS-1179";"Com-1";"49,416";"2,823"
"Resorption_2017_KevinS-1181";"Noveg-2";"51,77";"80,85"
"Resorption_2017_KevinS-1182";"Com-1";"49,416";"2,823"
"Resorption_2017_KevinS-1195";"Pan-0";"42,76";"-0,23"
"Resorption_2017_KevinS-1213";"San-2";"56,07";"13,74"
"Resorption_2017_KevinS-1232";"Benk-1";"52";"5,675"
"Resorption_2017_KevinS-1235";"Pan-0";"42,76";"-0,23"
"Resorption_2017_KevinS-1236";"San-2";"56,07";"13,74"
"Resorption_2017_KevinS-1239";"Benk-1";"52";"5,675"
"Resorption_2017_KevinS-1257";"Alst-1";"54,8";"-2,4333"
"Resorption_2017_KevinS-1272";"Hum-2";"42,23";"-3,69"
"Resorption_2017_KevinS-1289";"H55";"49";"15"
"Resorption_2017_KevinS-1291";"H55";"49";"15"
"Resorption_2017_KevinS-1312";"Is-0";"50,5";"7,5"
"Resorption_2017_KevinS-1314";"Alst-1";"54,8";"-2,4333"
"Resorption_2017_KevinS-1316";"Hum-2";"42,23";"-3,69"
"Resorption_2017_KevinS-1333";"Sorbo";"38,35";"68,48"
"Resorption_2017_KevinS-1355";"Kz-13";"49,5";"73,1"
"Resorption_2017_KevinS-1366";"Hag-2";"56,5804";"16,4063"
"Resorption_2017_KevinS-1389";"Bor-4";"49,4013";"16,2326"
"Resorption_2017_KevinS-1411";"Edi-0";"55,9494";"-3,16028"
"Resorption_2017_KevinS-1413";"Edi-0";"55,9494";"-3,16028"
"Resorption_2017_KevinS-1414";"Sorbo";"38,35";"68,48"
"Resorption_2017_KevinS-1417";"Kz-13";"49,5";"73,1"
"Resorption_2017_KevinS-1418";"Bor-4";"49,4013";"16,2326"
"Resorption_2017_KevinS-1437";"Edi-0";"55,9494";"-3,16028"
"Resorption_2017_KevinS-1456";"TaL 07";"62,6322";"17,69"
"Resorption_2017_KevinS-1483";"Gua-1";"39,4";"-5,33"
"Resorption_2017_KevinS-1484";"Gua-1";"39,4";"-5,33"
"Resorption_2017_KevinS-1486";"Edi-0";"55,9494";"-3,16028"
"Resorption_2017_KevinS-1489";"TaL 07";"62,6322";"17,69"
"Resorption_2017_KevinS-1508";"In-0";"47,5";"11,5"
"Resorption_2017_KevinS-1531";"Pi-0";"47,04";"10,51"
"Resorption_2017_KevinS-1554";"Gel-1";"51,0167";"5,86667"
"Resorption_2017_KevinS-1565";"Bro1-6";"56,3";"16"
"Resorption_2017_KevinS-1586";"Rue3.1-31";"48,56";"9,16"
"Resorption_2017_KevinS-1630";"Don-0";"36,83";"-6,36"
"Resorption_2017_KevinS-1653";"TDr-9";"55,7708";"14,1342"
"Resorption_2017_KevinS-1657";"Don-0";"36,83";"-6,36"
"Resorption_2017_KevinS-1685";"Giffo-1";"38,44";"16,13"
"Resorption_2017_KevinS-1698";"Bil-7";"63,324";"18,484"
"Resorption_2017_KevinS-1717";"Bil-7";"63,324";"18,484"
"Resorption_2017_KevinS-1719";"Bil-7";"63,324";"18,484"
"Resorption_2017_KevinS-1721";"Giffo-1";"38,44";"16,13"
"Resorption_2017_KevinS-1722";"Bil-7";"63,324";"18,484"
"Resorption_2017_KevinS-1754";"Shigu-1";"53,33";"49,48"
"Resorption_2017_KevinS-1777";"VED-10";"43,74";"3,89"
"Resorption_2017_KevinS-1800";"Bch-1";"49,5166";"9,3166"
"Resorption_2017_KevinS-1803";"Shigu-1";"53,33";"49,48"
"Resorption_2017_KevinS-1804";"VED-10";"43,74";"3,89"
"Resorption_2017_KevinS-1812";"Kru-3";"57,7215";"18,3837"
"Resorption_2017_KevinS-1831";"Eden-1";"62,877";"18,177"
"Resorption_2017_KevinS-1852";"Faneronemi-3";"37,07";"22,04"
"Resorption_2017_KevinS-1873";"Furni-1";"45,14";"25"
"Resorption_2017_KevinS-1895";"TRa 01";"62,9169";"18,4728"
"Resorption_2017_KevinS-1924";"Dra-0";"49,4167";"16,2667"
"Resorption_2017_KevinS-1943";"Coc-1";"42,31";"3,19"
"Resorption_2017_KevinS-1944";"Coc-1";"42,31";"3,19"
"Resorption_2017_KevinS-1946";"Faneronemi-3";"37,07";"22,04"
"Resorption_2017_KevinS-1949";"Furni-1";"45,14";"25"
"Resorption_2017_KevinS-1951";"TRa 01";"62,9169";"18,4728"
"Resorption_2017_KevinS-1952";"Dra-0";"49,4167";"16,2667"
"Resorption_2017_KevinS-1971";"Ei-2";"50,3";"6,3"
"Resorption_2017_KevinS-1996";"Coa-0";"38,45";"-7,5"
"Resorption_2017_KevinS-2038";"Ak-1";"48,0683";"7,62551"
"Resorption_2017_KevinS-2041";"Ak-1";"48,0683";"7,62551"
"Resorption_2017_KevinS-2042";"Algutsrum";"56,68";"16,5"
"Resorption_2017_KevinS-2044";"Ei-2";"50,3";"6,3"
"Resorption_2017_KevinS-2047";"Coa-0";"38,45";"-7,5"
"Resorption_2017_KevinS-2048";"Ara-1";"37,29";"71,3"
"Resorption_2017_KevinS-2056";"Sdv-3";"42,84";"-5,12"
"Resorption_2017_KevinS-2078";"Rue3.1-31";"48,56";"9,16"
"Resorption_2017_KevinS-2103";"UKSE06-325";"52,2";"-1,7"
"Resorption_2017_KevinS-2116";"Pan-0";"42,76";"-0,23"
"Resorption_2017_KevinS-2119";"Pan-0";"42,76";"-0,23"
"Resorption_2017_KevinS-2120";"Sdv-3";"42,84";"-5,12"
"Resorption_2017_KevinS-2122";"Rue3.1-31";"48,56";"9,16"
"Resorption_2017_KevinS-2125";"UKSE06-325";"52,2";"-1,7"
"Resorption_2017_KevinS-2146";"Hn-0";"51,3472";"8,28844"
"Resorption_2017_KevinS-2164";"Bivio-1";"39,13";"16,17"
"Resorption_2017_KevinS-2188";"Tottarp-2";"56,27373";"13,90045"
"Resorption_2017_KevinS-2207";"Kulturen-1";"55,705";"13,196"
"Resorption_2017_KevinS-2209";"Kulturen-1";"55,705";"13,196"
"Resorption_2017_KevinS-2232";"Oy-0";"60,385543";"6,193019"
"Resorption_2017_KevinS-2234";"Hn-0";"51,3472";"8,28844"
"Resorption_2017_KevinS-2236";"Bivio-1";"39,13";"16,17"
"Resorption_2017_KevinS-2239";"Tottarp-2";"56,27373";"13,90045"
"Resorption_2017_KevinS-2260";"Ag-0";"45";"1,3"
"Resorption_2017_KevinS-2280";"Cvi-0";"15,1111";"-23,6167"
"Resorption_2017_KevinS-2299";"Bran-1";"45,57";"25,42"
"Resorption_2017_KevinS-2300";"Bran-1";"45,57";"25,42"
"Resorption_2017_KevinS-2302";"Ag-0";"45";"1,3"
"Resorption_2017_KevinS-2304";"Cvi-0";"15,1111";"-23,6167"
"Resorption_2017_KevinS-2324";"Pla-0";"41,5";"2,25"
"Resorption_2017_KevinS-2348";"Erg2-6";"48,5";"8,8"
"Resorption_2017_KevinS-2370";"Ra-0";"46";"3,3"
"Resorption_2017_KevinS-2395";"Chat-1";"48,0717";"1,33867"
"Resorption_2017_KevinS-2397";"Chat-1";"48,0717";"1,33867"
"Resorption_2017_KevinS-2398";"Mot-0";"38,19";"-6,24"
"Resorption_2017_KevinS-2400";"Pla-0";"41,5";"2,25"
"Resorption_2017_KevinS-2402";"Erg2-6";"48,5";"8,8"
"Resorption_2017_KevinS-2405";"Ra-0";"46";"3,3"
"Resorption_2017_KevinS-2424";"Rou-0";"49,4424";"1,09849"
"Resorption_2017_KevinS-2451";"Per-1";"58";"56,3167"
"Resorption_2017_KevinS-2497";"Kn-0";"54,8939";"23,8924"
"Resorption_2017_KevinS-2498";"Kn-0";"54,8939";"23,8924"
"Resorption_2017_KevinS-2501";"Ped-0";"40,74";"-3,9"
"Resorption_2017_KevinS-2503";"Rou-0";"49,4424";"1,09849"
"Resorption_2017_KevinS-2505";"Per-1";"58";"56,3167"
"Resorption_2017_KevinS-2507";"Cvi-0";"15,1111";"-23,6167"
"Resorption_2017_KevinS-2551";"Can-0";"29,2144";"-13,4811"
"Resorption_2017_KevinS-2564";"TaL 03";"62,6322";"17,69"
"Resorption_2017_KevinS-2580";"UKID63";"54,1";"-1,5"
"Resorption_2017_KevinS-2602";"La-0";"52,7333";"15,2333"
"Resorption_2017_KevinS-2604";"La-0";"52,7333";"15,2333"
"Resorption_2017_KevinS-2606";"Melic-1";"38,48";"16,04"
"Resorption_2017_KevinS-2608";"Can-0";"29,2144";"-13,4811"
"Resorption_2017_KevinS-2611";"TaL 03";"62,6322";"17,69"
"Resorption_2017_KevinS-2613";"UKID63";"54,1";"-1,5"
"Resorption_2017_KevinS-2628";"Ove-0";"53,3422";"8,42255"
"Resorption_2017_KevinS-2652";"MAR2-3";"47,35";"3,93333"
"Resorption_2017_KevinS-2695";"Baa-1";"51,3333";"6,1"
"Resorption_2017_KevinS-2696";"Baa-1";"51,3333";"6,1"
"Resorption_2017_KevinS-2699";"Ove-0";"53,3422";"8,42255"
"Resorption_2017_KevinS-2700";"MAR2-3";"47,35";"3,93333"
"Resorption_2017_KevinS-2702";"Com-1";"49,416";"2,823"
"Resorption_2017_KevinS-2739";"Kil-0";"56";"-4"
"Resorption_2017_KevinS-2740";"Hum-2";"42,23";"-3,69"
"Resorption_2017_KevinS-2765";"CYR";"47,4";"0,683333"
"Resorption_2017_KevinS-2767";"Kil-0";"56";"-4"
"Resorption_2017_KevinS-2784";"Eden-1";"62,877";"18,177"
"Resorption_2017_KevinS-2802";"Cum-1";"38,07";"-6,66"
"Resorption_2017_KevinS-2825";"UKSE06-362";"51,3";"0,4"
"Resorption_2017_KevinS-2841";"UKID63";"54,1";"-1,5"
"Resorption_2017_KevinS-2842";"UKID63";"54,1";"-1,5"
"Resorption_2017_KevinS-2845";"Eden-1";"62,877";"18,177"
"Resorption_2017_KevinS-2847";"Cum-1";"38,07";"-6,66"
"Resorption_2017_KevinS-2848";"UKSE06-362";"51,3";"0,4"
"Resorption_2017_KevinS-2893";"Utrecht";"52,0918";"5,1145"
"Resorption_2017_KevinS-2908";"Puk-2";"56,1633";"14,6806"
"Resorption_2017_KevinS-2927";"Tur-4";"57,6511";"14,8043"
"Resorption_2017_KevinS-2949";"Faneronemi-3";"37,07";"22,04"
"Resorption_2017_KevinS-2950";"Faneronemi-3";"37,07";"22,04"
"Resorption_2017_KevinS-2953";"Co-1";"40,12";"-8,25"
"Resorption_2017_KevinS-2954";"Utrecht";"52,0918";"5,1145"
"Resorption_2017_KevinS-2956";"Puk-2";"56,1633";"14,6806"
"Resorption_2017_KevinS-2958";"Tur-4";"57,6511";"14,8043"
"Resorption_2017_KevinS-2971";"Sdv-3";"42,84";"-5,12"
"Resorption_2017_KevinS-2972";"Rev-2";"55,6942";"13,4504"
"Resorption_2017_KevinS-2993";"Rhen-1";"51,9667";"5,56667"
"Resorption_2017_KevinS-3015";"Kos-2";"62,02";"34,12"
"Resorption_2017_KevinS-3016";"Sdv-3";"42,84";"-5,12"
"Resorption_2017_KevinS-3023";"Rhen-1";"51,9667";"5,56667"
"Resorption_2017_KevinS-3024";"Kos-2";"62,02";"34,12"
"Resorption_2017_KevinS-3040";"Ty-1";"56,4";"-5,2"
"Resorption_2017_KevinS-3060";"Vim-0";"41,88";"-6,51"
"Resorption_2017_KevinS-3083";"Tor-1";"41,6";"-2,83"
"Resorption_2017_KevinS-3085";"Tor-1";"41,6";"-2,83"
"Resorption_2017_KevinS-3109";"Nok-3";"52,24";"4,45"
"Resorption_2017_KevinS-3110";"Ty-1";"56,4";"-5,2"
"Resorption_2017_KevinS-3113";"Vim-0";"41,88";"-6,51"
"Resorption_2017_KevinS-3124";"Hoy-0";"40,4";"-5"
"Resorption_2017_KevinS-3145";"Est";"58,6656";"24,9871"
"Resorption_2017_KevinS-3167";"Kn-0";"54,8939";"23,8924"
"Resorption_2017_KevinS-3186";"TBO 01";"62,8892";"18,4522"
"Resorption_2017_KevinS-3189";"Hoy-0";"40,4";"-5"
"Resorption_2017_KevinS-3192";"Kn-0";"54,8939";"23,8924"
"Resorption_2017_KevinS-3213";"Mur-0";"41,67";"2"
"Resorption_2017_KevinS-3236";"Noveg-2";"51,77";"80,85"
"Resorption_2017_KevinS-3259";"Is-0";"50,5";"7,5"
"Resorption_2017_KevinS-3263";"Noveg-2";"51,77";"80,85"
"Resorption_2017_KevinS-3279";"TaL 07";"62,6322";"17,69"
"Resorption_2017_KevinS-3301";"Cdm-0";"39,73";"-5,74"
"Resorption_2017_KevinS-3302";"Cdm-0";"39,73";"-5,74"
"Resorption_2017_KevinS-3304";"TaL 07";"62,6322";"17,69"
"Resorption_2017_KevinS-3319";"Puk-2";"56,1633";"14,6806"
"Resorption_2017_KevinS-3334";"Rakit-1";"51,87";"80,06"
"Resorption_2017_KevinS-3350";"Ty-1";"56,4";"-5,2"
"Resorption_2017_KevinS-3352";"Ty-1";"56,4";"-5,2"
"Resorption_2017_KevinS-3371";"Kondara";"38,48";"68,49"
"Resorption_2017_KevinS-3392";"Pla-0";"41,5";"2,25"
"Resorption_2017_KevinS-3394";"Puk-2";"56,1633";"14,6806"
"Resorption_2017_KevinS-3397";"Rakit-1";"51,87";"80,06"
"Resorption_2017_KevinS-3431";"Orast-1";"45,84";"23,16"
"Resorption_2017_KevinS-3433";"Or-1";"56,4573";"16,1308"
"Resorption_2017_KevinS-3435";"TRa 01";"62,9169";"18,4728"
"Resorption_2017_KevinS-3453";"Don-0";"36,83";"-6,36"
"Resorption_2017_KevinS-3454";"Orast-1";"45,84";"23,16"
"Resorption_2017_KevinS-3502";"Kas-2";"35";"77"
"Resorption_2017_KevinS-3505";"Kos-2";"62,02";"34,12"
"Resorption_2017_KevinS-3506";"Bro1-6";"56,3";"16"
"Resorption_2017_KevinS-3524";"San-2";"56,07";"13,74"
"Resorption_2017_KevinS-3526";"San-2";"56,07";"13,74"
"Resorption_2017_KevinS-3547";"Baa-1";"51,3333";"6,1"
"Resorption_2017_KevinS-3565";"Col-0";"38,3";"-92,3"
"Resorption_2017_KevinS-3591";"Ber-0";"42,52";"-0,56"
"Resorption_2017_KevinS-3606";"Rou-0";"49,4424";"1,09849"
"Resorption_2017_KevinS-3627";"Chat-1";"48,0717";"1,33867"
"Resorption_2017_KevinS-3651";"Ts-1";"41,7194";"2,93056"
"Resorption_2017_KevinS-3664";"UKSE06-362";"51,3";"0,4"
"Resorption_2017_KevinS-3686";"Dolen-1";"41,62";"23,94"
"Resorption_2017_KevinS-3705";"Aa-0";"50.9167";"9.57073"
"Resorption_2017_KevinS-3718";"Gy-0";"49";"2"
"Resorption_2017_KevinS-3720";"UKSE06-362";"51,3";"0,4"
"Resorption_2017_KevinS-3722";"Dolen-1";"41,62";"23,94"
"Resorption_2017_KevinS-3725";"Aa-0";"50.9167";"9.57073"
"Resorption_2017_KevinS-3726";"Gy-0";"49";"2"
"Resorption_2017_KevinS-3745";"Bor-4";"49,4013";"16,2326"
"Resorption_2017_KevinS-3757";"Benk-1";"52";"5,675"
"Resorption_2017_KevinS-3759";"Bor-4";"49,4013";"16,2326"
"Resorption_2017_KevinS-3760";"Benk-1";"52";"5,675"
"Resorption_2017_KevinS-3786";"H55";"49";"15"
"Resorption_2017_KevinS-3839";"Van-0";"49,2655";"-123,206"
"Resorption_2017_KevinS-3852";"Alst-1";"54,8";"-2,4333"
"Resorption_2017_KevinS-3869";"Van-0";"49,2655";"-123,206"
"Resorption_2017_KevinS-3870";"Se-0";"38,3333";"-3,53333"
"Resorption_2017_KevinS-3872";"Van-0";"49,2655";"-123,206"
"Resorption_2017_KevinS-3875";"Alst-1";"54,8";"-2,4333"
"Resorption_2017_KevinS-3877";"Van-0";"49,2655";"-123,206"
"Resorption_2017_KevinS-3878";"Mz-0";"50,3";"8,3"
"Resorption_2017_KevinS-3901";"ARR-17";"44,05";"3,69"
"Resorption_2017_KevinS-3914";"Vinslov";"56,1";"13,9167"
"Resorption_2017_KevinS-3930";"Mz-0";"50,3";"8,3"
"Resorption_2017_KevinS-3933";"ARR-17";"44,05";"3,69"
"Resorption_2017_KevinS-3935";"Vinslov";"56,1";"13,9167"
"Resorption_2017_KevinS-3969";"Knjas-1";"43,54";"22,29"
"Resorption_2017_KevinS-3991";"Br-0";"49,2";"16,6166"
"Resorption_2017_KevinS-3992";"Br-0";"49,2";"16,6166"
"Resorption_2017_KevinS-3994";"Knjas-1";"43,54";"22,29"
"Resorption_2017_KevinS-3997";"Br-0";"49,2";"16,6166"
"Resorption_2017_KevinS-4022";"Gu-0";"50,3";"8"
"Resorption_2017_KevinS-4035";"Gy-0";"49";"2"
"Resorption_2017_KevinS-4036";"Gu-0";"50,3";"8"
"Resorption_2017_KevinS-4039";"Gy-0";"49";"2"
"Resorption_2017_KevinS-4058";"Tsu-0";"34,43";"136,31"
"Resorption_2017_KevinS-4087";"Kar-1";"42,3";"74,3667"
"Resorption_2017_KevinS-4104";"Hn-0";"51,3472";"8,28844"
"Resorption_2017_KevinS-4107";"Tsu-0";"34,43";"136,31"
"Resorption_2017_KevinS-4108";"Kar-1";"42,3";"74,3667"
"Resorption_2017_KevinS-4110";"Hn-0";"51,3472";"8,28844"
"Resorption_2017_KevinS-4128";"Shigu-1";"53,33";"49,48"
"Resorption_2017_KevinS-4145";"TEDEN 02";"62,8836";"18,1842"
"Resorption_2017_KevinS-4158";"Rhen-1";"51,9667";"5,56667"
"Resorption_2017_KevinS-4173";"TDr-9";"55,7708";"14,1342"
"Resorption_2017_KevinS-4174";"Shigu-1";"53,33";"49,48"
"Resorption_2017_KevinS-4177";"TEDEN 02";"62,8836";"18,1842"
"Resorption_2017_KevinS-4179";"Rhen-1";"51,9667";"5,56667"
"Resorption_2017_KevinS-4252";"kan1";"";""
"Resorption_2017_KevinS-4382";"kan1";"";""
"Resorption_2017_KevinS-4426";"kan1";"";""
"Resorption_2017_KevinS-4448";"Dolen-1";"41,62";"23,94"
"Resorption_2017_KevinS-4460";"Mz-0";"50,3";"8,3"
"Resorption_2017_KevinS-4490";"Mot-0";"38,19";"-6,24"
"Resorption_2017_KevinS-4508";"Kondara";"38,48";"68,49"
"Resorption_2017_KevinS-4510";"Kondara";"38,48";"68,49"
"Resorption_2017_KevinS-4512";"Dolen-1";"41,62";"23,94"
"Resorption_2017_KevinS-4515";"Pan-0";"42,76";"-0,23"
"Resorption_2017_KevinS-4516";"Mot-0";"38,19";"-6,24"
"Resorption_2017_KevinS-4535";"Pi-0";"47,04";"10,51"
"Resorption_2017_KevinS-4567";"ARR-17";"44,05";"3,69"
"Resorption_2017_KevinS-4588";"VED-10";"43,74";"3,89"
"Resorption_2017_KevinS-4591";"Hum-2";"42,23";"-3,69"
"Resorption_2017_KevinS-4592";"Pi-0";"47,04";"10,51"
"Resorption_2017_KevinS-4595";"Kos-2";"62,02";"34,12"
"Resorption_2017_KevinS-4596";"ARR-17";"44,05";"3,69"
"Resorption_2017_KevinS-4598";"VED-10";"43,74";"3,89"
"Resorption_2017_KevinS-4637";"Ost-0";"60,25";"18,37"
"Resorption_2017_KevinS-4661";"Ag-0";"45";"1,3"
"Resorption_2017_KevinS-4678";"H55";"49";"15"
"Resorption_2017_KevinS-4680";"H55";"49";"15"
"Resorption_2017_KevinS-4696";"Hum-2";"42,23";"-3,69"
"Resorption_2017_KevinS-4698";"Ost-0";"60,25";"18,37"
"Resorption_2017_KevinS-4701";"Ag-0";"45";"1,3"
"Resorption_2017_KevinS-4727";"Coa-0";"38,45";"-7,5"
"Resorption_2017_KevinS-4752";"Kil-0";"56";"-4"
"Resorption_2017_KevinS-4772";"Rennes-1";"48,5";"-1,41"
"Resorption_2017_KevinS-4796";"Hn-0";"51,3472";"8,28844"
"Resorption_2017_KevinS-4799";"Coa-0";"38,45";"-7,5"
"Resorption_2017_KevinS-4801";"Kil-0";"56";"-4"
"Resorption_2017_KevinS-4803";"Rennes-1";"48,5";"-1,41"
"Resorption_2017_KevinS-4805";"Hn-0";"51,3472";"8,28844"
"Resorption_2017_KevinS-4829";"Pla-0";"41,5";"2,25"
"Resorption_2017_KevinS-4849";"TaL 07";"62,6322";"17,69"
"Resorption_2017_KevinS-4875";"Melic-1";"38,48";"16,04"
"Resorption_2017_KevinS-4890";"Nok-3";"52,24";"4,45"
"Resorption_2017_KevinS-4893";"Pla-0";"41,5";"2,25"
"Resorption_2017_KevinS-4894";"TaL 07";"62,6322";"17,69"
"Resorption_2017_KevinS-4897";"Melic-1";"38,48";"16,04"
"Resorption_2017_KevinS-4918";"Orast-1";"45,84";"23,16"
"Resorption_2017_KevinS-4938";"T480";"55,7989";"13,1206"
"Resorption_2017_KevinS-4954";"Pig-1";"42,72";"-3,44"
"Resorption_2017_KevinS-4956";"Pig-1";"42,72";"-3,44"
"Resorption_2017_KevinS-4977";"Bivio-1";"39,13";"16,17"
"Resorption_2017_KevinS-4978";"Orast-1";"45,84";"23,16"
"Resorption_2017_KevinS-4981";"T480";"55,7989";"13,1206"
"Resorption_2017_KevinS-5006";"Ts-1";"41,7194";"2,93056"
"Resorption_2017_KevinS-5034";"Dra-0";"49,4167";"16,2667"
"Resorption_2017_KevinS-5053";"Col-0";"38,3";"-92,3"
"Resorption_2017_KevinS-5054";"Col-0";"38,3";"-92,3"
"Resorption_2017_KevinS-5057";"Ts-1";"41,7194";"2,93056"
"Resorption_2017_KevinS-5059";"Dra-0";"49,4167";"16,2667"
"Resorption_2017_KevinS-5077";"Cdm-0";"39,73";"-5,74"
"Resorption_2017_KevinS-5098";"TaL 07";"62,6322";"17,69"
"Resorption_2017_KevinS-5123";"Dolen-1";"41,62";"23,94"
"Resorption_2017_KevinS-5130";"T990";"55,6528";"13,2244"
"Resorption_2017_KevinS-5132";"Cdm-0";"39,73";"-5,74"
"Resorption_2017_KevinS-5134";"TaL 07";"62,6322";"17,69"
"Resorption_2017_KevinS-5136";"Dolen-1";"41,62";"23,94"
"Resorption_2017_KevinS-5155";"UKSE06-362";"51,3";"0,4"
"Resorption_2017_KevinS-5171";"Col-0";"38,3";"-92,3"
"Resorption_2017_KevinS-5194";"Wa-1";"52,3";"21"
"Resorption_2017_KevinS-5196";"Wa-1";"52,3";"21"
"Resorption_2017_KevinS-5212";"Eden-1";"62,877";"18,177"
"Resorption_2017_KevinS-5214";"Col-0";"38,3";"-92,3"
"Resorption_2017_KevinS-5234";"Cum-1";"38,07";"-6,66"
"Resorption_2017_KevinS-5260";"Aitba-1";"31,48";"-7,45"
"Resorption_2017_KevinS-5287";"TBO 01";"62,8892";"18,4522"
"Resorption_2017_KevinS-5289";"TBO 01";"62,8892";"18,4522"
"Resorption_2017_KevinS-5305";"Ms-0";"55,7522";"37,6322"
"Resorption_2017_KevinS-5306";"Cum-1";"38,07";"-6,66"
"Resorption_2017_KevinS-5309";"Aitba-1";"31,48";"-7,45"
"Resorption_2017_KevinS-5310";"Alm-0";"39,88";"-0,36"
"Resorption_2017_KevinS-5329";"Ty-1";"56,4";"-5,2"
"Resorption_2017_KevinS-5357";"Bch-1";"49,5166";"9,3166"
"Resorption_2017_KevinS-5383";"Stw-0";"52";"36"
"Resorption_2017_KevinS-5404";"Br-0";"49,2";"16,6166"
"Resorption_2017_KevinS-5429";"MAR2-3";"47,35";"3,93333"
"Resorption_2017_KevinS-5430";"MAR2-3";"47,35";"3,93333"
"Resorption_2017_KevinS-5432";"Ty-1";"56,4";"-5,2"
"Resorption_2017_KevinS-5434";"Stw-0";"52";"36"
"Resorption_2017_KevinS-5436";"Br-0";"49,2";"16,6166"
"Resorption_2017_KevinS-5454";"Rhen-1";"51,9667";"5,56667"
"Resorption_2017_KevinS-5476";"VED-10";"43,74";"3,89"
"Resorption_2017_KevinS-5503";"Mur-0";"41,67";"2"
"Resorption_2017_KevinS-5505";"Mur-0";"41,67";"2"
"Resorption_2017_KevinS-5507";"Rhen-1";"51,9667";"5,56667"
"Resorption_2017_KevinS-5509";"VED-10";"43,74";"3,89"
"Resorption_2017_KevinS-5529";"Ove-0";"53,3422";"8,42255"
"Resorption_2017_KevinS-5531";"T990";"55,6528";"13,2244"
"Resorption_2017_KevinS-5546";"Ei-2";"50,3";"6,3"
"Resorption_2017_KevinS-5558";"Rakit-1";"51,87";"80,06"
"Resorption_2017_KevinS-5582";"Ped-0";"40,74";"-3,9"
"Resorption_2017_KevinS-5604";"Chat-1";"48,0717";"1,33867"
"Resorption_2017_KevinS-5607";"Chat-1";"48,0717";"1,33867"
"Resorption_2017_KevinS-5609";"Ei-2";"50,3";"6,3"
"Resorption_2017_KevinS-5628";"Jl-3";"49,2";"16,6166"
"Resorption_2017_KevinS-5630";"Rakit-1";"51,87";"80,06"
"Resorption_2017_KevinS-5632";"Ped-0";"40,74";"-3,9"
"Resorption_2017_KevinS-5652";"Vinslov";"56,1";"13,9167"
"Resorption_2017_KevinS-5674";"Ra-0";"46";"3,3"
"Resorption_2017_KevinS-5702";"Co-1";"40,12";"-8,25"
"Resorption_2017_KevinS-5723";"Edi-0";"55,9494";"-3,16028"
"Resorption_2017_KevinS-5725";"Vinslov";"56,1";"13,9167"
"Resorption_2017_KevinS-5726";"Ra-0";"46";"3,3"
"Resorption_2017_KevinS-5729";"Co-1";"40,12";"-8,25"
"Resorption_2017_KevinS-5731";"Edi-0";"55,9494";"-3,16028"
"Resorption_2017_KevinS-5758";"Van-0";"49,2655";"-123,206"
"Resorption_2017_KevinS-5776";"TDr-9";"55,7708";"14,1342"
"Resorption_2017_KevinS-5801";"Gel-1";"51,0167";"5,86667"
"Resorption_2017_KevinS-5821";"Cal-0";"40,94";"-1,37"
"Resorption_2017_KevinS-5823";"Van-0";"49,2655";"-123,206"
"Resorption_2017_KevinS-5825";"TDr-9";"55,7708";"14,1342"
"Resorption_2017_KevinS-5827";"Gel-1";"51,0167";"5,86667"
"Resorption_2017_KevinS-5838";"Ulies-1";"45,95";"22,62"
"Resorption_2017_KevinS-5862";"Can-0";"29,2144";"-13,4811"
"Resorption_2017_KevinS-5889";"Ler-0";"47,984";"10,8719"
"Resorption_2017_KevinS-5909";"H55";"49";"15"
"Resorption_2017_KevinS-5911";"H55";"49";"15"
"Resorption_2017_KevinS-5913";"Ulies-1";"45,95";"22,62"
"Resorption_2017_KevinS-5914";"Can-0";"29,2144";"-13,4811"
"Resorption_2017_KevinS-5916";"Ler-0";"47,984";"10,8719"
"Resorption_2017_KevinS-5940";"Bor-1";"49,4013";"16,2326"
"Resorption_2017_KevinS-5960";"Kz-13";"49,5";"73,1"
"Resorption_2017_KevinS-5962";"Kz-13";"49,5";"73,1"
"Resorption_2017_KevinS-5964";"Bor-1";"49,4013";"16,2326"
"Resorption_2017_KevinS-5980";"San-2";"56,07";"13,74"
"Resorption_2017_KevinS-5996";"Sorbo";"38,35";"68,48"
"Resorption_2017_KevinS-6008";"Vdm-0";"42,04";"1,01"
"Resorption_2017_KevinS-6011";"Vdm-0";"42,04";"1,01"
"Resorption_2017_KevinS-6033";"Eden-1";"62,877";"18,177"
"Resorption_2017_KevinS-6052";"Rennes-1";"48,5";"-1,41"
"Resorption_2017_KevinS-6055";"San-2";"56,07";"13,74"
"Resorption_2017_KevinS-6056";"Sorbo";"38,35";"68,48"
"Resorption_2017_KevinS-6078";"Kn-0";"54,8939";"23,8924"
"Resorption_2017_KevinS-6091";"Kos-2";"62,02";"34,12"
"Resorption_2017_KevinS-6112";"Br-0";"49,2";"16,6166"
"Resorption_2017_KevinS-6129";"Benk-1";"52";"5,675"
