"row$Identification";"genotype";"latitude";"longitude"
"PlastEdge_2019-829";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-841";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-853";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-865";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-876";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-772";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-783";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-795";"Ts-1";"41,7194";"2,93056"
"PlastEdge_2019-807";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-818";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-830";"Ra-0";"46";"3,3"
"PlastEdge_2019-842";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-854";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-866";"In-0";"47,5";"11,5"
"PlastEdge_2019-877";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-773";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-784";"In-0";"47,5";"11,5"
"PlastEdge_2019-796";"Pla-0";"41,5";"2,25"
"PlastEdge_2019-808";"Com-1";"49,416";"2,823"
"PlastEdge_2019-819";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-831";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-843";"In-0";"47,5";"11,5"
"PlastEdge_2019-855";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-867";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-878";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-774";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-785";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-797";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-809";"Ra-0";"46";"3,3"
"PlastEdge_2019-820";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-832";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-844";"An-1";"51,2167";"4,4"
"PlastEdge_2019-856";"Com-1";"49,416";"2,823"
"PlastEdge_2019-868";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-83";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-879";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-1251";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-1263";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-1275";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-1285";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-1295";"Ag-0";"45";"1,3"
"PlastEdge_2019-1307";"In-0";"47,5";"11,5"
"PlastEdge_2019-1232";"In-0";"47,5";"11,5"
"PlastEdge_2019-1252";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-1264";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-1276";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-1286";"San-2";"56,07";"13,74"
"PlastEdge_2019-1296";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-1315";"In-0";"47,5";"11,5"
"PlastEdge_2019-1241";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-1253";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-1265";"An-1";"51,2167";"4,4"
"PlastEdge_2019-1277";"Com-1";"49,416";"2,823"
"PlastEdge_2019-1287";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-1297";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-1308";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-1316";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-1228";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-1233";"Ts-1";"41,7194";"2,93056"
"PlastEdge_2019-1242";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-1254";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-1266";"San-2";"56,07";"13,74"
"PlastEdge_2019-1278";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-1288";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-1298";"Com-1";"49,416";"2,823"
"PlastEdge_2019-1309";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-1229";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-1234";"An-1";"51,2167";"4,4"
"PlastEdge_2019-1243";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-1255";"San-2";"56,07";"13,74"
"PlastEdge_2019-1267";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-1279";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-1289";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-1299";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-1310";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-1317";"Ag-0";"45";"1,3"
"PlastEdge_2019-1235";"Ra-0";"46";"3,3"
"PlastEdge_2019-1244";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-1256";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-1268";"Ra-0";"46";"3,3"
"PlastEdge_2019-1300";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-1311";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-1236";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-1245";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-1257";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-1269";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-1280";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-1290";"Pla-0";"41,5";"2,25"
"PlastEdge_2019-1301";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-1318";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-1230";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-1237";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-1246";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-1258";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-1270";"San-2";"56,07";"13,74"
"PlastEdge_2019-1281";"Ag-0";"45";"1,3"
"PlastEdge_2019-1291";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-1302";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-1312";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-1238";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-1247";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-1259";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-1271";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-1282";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-1292";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-1303";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-1313";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-1319";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-1239";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-1248";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-1260";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-1272";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-1283";"In-0";"47,5";"11,5"
"PlastEdge_2019-1293";"An-1";"51,2167";"4,4"
"PlastEdge_2019-1304";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-95";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-1320";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-1240";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-1249";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-1261";"Ts-1";"41,7194";"2,93056"
"PlastEdge_2019-1273";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-1284";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-1294";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-1305";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-1314";"Ra-0";"46";"3,3"
"PlastEdge_2019-1321";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-1231";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-1250";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-1262";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-1274";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-1306";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-1322";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-1331";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-1343";"Com-1";"49,416";"2,823"
"PlastEdge_2019-1366";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-1378";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-1388";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-1323";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-1332";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-1344";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-1355";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-1367";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-1379";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-1389";"Ra-0";"46";"3,3"
"PlastEdge_2019-1400";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-1418";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-1333";"Pla-0";"41,5";"2,25"
"PlastEdge_2019-1345";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-1356";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-1368";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-1390";"In-0";"47,5";"11,5"
"PlastEdge_2019-1401";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-1324";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-1334";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-1346";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-1357";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-1369";"In-0";"47,5";"11,5"
"PlastEdge_2019-1380";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-1391";"Ra-0";"46";"3,3"
"PlastEdge_2019-1402";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-1409";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-1325";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-1335";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-1347";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-1358";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-1370";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-1381";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-1392";"Ra-0";"46";"3,3"
"PlastEdge_2019-1410";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-1419";"Ag-0";"45";"1,3"
"PlastEdge_2019-1326";"Ra-0";"46";"3,3"
"PlastEdge_2019-1336";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-1348";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-1359";"Pla-0";"41,5";"2,25"
"PlastEdge_2019-1371";"In-0";"47,5";"11,5"
"PlastEdge_2019-1382";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-1393";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-1403";"San-2";"56,07";"13,74"
"PlastEdge_2019-1411";"Ag-0";"45";"1,3"
"PlastEdge_2019-1420";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-1337";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-1349";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-1360";"An-1";"51,2167";"4,4"
"PlastEdge_2019-1372";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-1383";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-1394";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-1404";"San-2";"56,07";"13,74"
"PlastEdge_2019-1412";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-1421";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-1327";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-1338";"Ag-0";"45";"1,3"
"PlastEdge_2019-1350";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-1361";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-1373";"Ts-1";"41,7194";"2,93056"
"PlastEdge_2019-1384";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-1395";"An-1";"51,2167";"4,4"
"PlastEdge_2019-1413";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-13";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-106";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-1328";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-1339";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-1351";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-1362";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-1374";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-1396";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-1405";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-1414";"Ts-1";"41,7194";"2,93056"
"PlastEdge_2019-1422";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-1329";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-1340";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-1352";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-1363";"Ts-1";"41,7194";"2,93056"
"PlastEdge_2019-1375";"San-2";"56,07";"13,74"
"PlastEdge_2019-1385";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-1397";"An-1";"51,2167";"4,4"
"PlastEdge_2019-1406";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-1415";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-1423";"San-2";"56,07";"13,74"
"PlastEdge_2019-1330";"Ag-0";"45";"1,3"
"PlastEdge_2019-1341";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-1353";"Ts-1";"41,7194";"2,93056"
"PlastEdge_2019-1364";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-1376";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-1386";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-1398";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-1407";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-1416";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-1424";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-1342";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-1354";"In-0";"47,5";"11,5"
"PlastEdge_2019-1365";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-1377";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-1387";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-1399";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-1408";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-1417";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-1425";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-3";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-15";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-27";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-39";"Ra-0";"46";"3,3"
"PlastEdge_2019-337";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-349";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-360";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-371";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-383";"Ra-0";"46";"3,3"
"PlastEdge_2019-395";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-417";"San-2";"56,07";"13,74"
"PlastEdge_2019-428";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-1111";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-437";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-338";"Com-1";"49,416";"2,823"
"PlastEdge_2019-361";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-372";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-384";"In-0";"47,5";"11,5"
"PlastEdge_2019-406";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-418";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-429";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-1123";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-339";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-350";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-362";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-373";"Ra-0";"46";"3,3"
"PlastEdge_2019-385";"Com-1";"49,416";"2,823"
"PlastEdge_2019-396";"Pla-0";"41,5";"2,25"
"PlastEdge_2019-407";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-419";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-430";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-1135";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-438";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-340";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-351";"Ag-0";"45";"1,3"
"PlastEdge_2019-374";"In-0";"47,5";"11,5"
"PlastEdge_2019-386";"An-1";"51,2167";"4,4"
"PlastEdge_2019-397";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-408";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-420";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-1146";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-439";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-341";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-352";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-363";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-375";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-387";"Ag-0";"45";"1,3"
"PlastEdge_2019-398";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-409";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-421";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-431";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-1158";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-440";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-342";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-353";"In-0";"47,5";"11,5"
"PlastEdge_2019-364";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-376";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-388";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-399";"Pla-0";"41,5";"2,25"
"PlastEdge_2019-410";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-1170";"An-1";"51,2167";"4,4"
"PlastEdge_2019-441";"An-1";"51,2167";"4,4"
"PlastEdge_2019-343";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-354";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-365";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-377";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-389";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-400";"An-1";"51,2167";"4,4"
"PlastEdge_2019-411";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-422";"Ag-0";"45";"1,3"
"PlastEdge_2019-1181";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-442";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-344";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-355";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-366";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-378";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-390";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-401";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-412";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-423";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-432";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-1193";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-443";"Pla-0";"41,5";"2,25"
"PlastEdge_2019-345";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-356";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-367";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-379";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-391";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-402";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-413";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-424";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-433";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-1205";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-444";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-346";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-357";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-368";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-380";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-392";"Pla-0";"41,5";"2,25"
"PlastEdge_2019-403";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-414";"Ts-1";"41,7194";"2,93056"
"PlastEdge_2019-425";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-434";"An-1";"51,2167";"4,4"
"PlastEdge_2019-50";"Com-1";"49,416";"2,823"
"PlastEdge_2019-1217";"Com-1";"49,416";"2,823"
"PlastEdge_2019-347";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-358";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-369";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-381";"San-2";"56,07";"13,74"
"PlastEdge_2019-393";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-404";"Ts-1";"41,7194";"2,93056"
"PlastEdge_2019-415";"San-2";"56,07";"13,74"
"PlastEdge_2019-426";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-435";"Com-1";"49,416";"2,823"
"PlastEdge_2019-1112";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-445";"Ag-0";"45";"1,3"
"PlastEdge_2019-348";"Ts-1";"41,7194";"2,93056"
"PlastEdge_2019-359";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-370";"Ts-1";"41,7194";"2,93056"
"PlastEdge_2019-382";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-394";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-405";"In-0";"47,5";"11,5"
"PlastEdge_2019-416";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-427";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-436";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-1124";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-446";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-1136";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-1147";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-1159";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-1171";"Ag-0";"45";"1,3"
"PlastEdge_2019-1182";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-1194";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-1206";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-61";"Pla-0";"41,5";"2,25"
"PlastEdge_2019-1218";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-1113";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-1125";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-1137";"Ra-0";"46";"3,3"
"PlastEdge_2019-1148";"Com-1";"49,416";"2,823"
"PlastEdge_2019-880";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-892";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-904";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-927";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-939";"An-1";"51,2167";"4,4"
"PlastEdge_2019-951";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-963";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-975";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-1160";"An-1";"51,2167";"4,4"
"PlastEdge_2019-987";"Com-1";"49,416";"2,823"
"PlastEdge_2019-881";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-893";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-905";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-916";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-928";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-940";"Ag-0";"45";"1,3"
"PlastEdge_2019-952";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-964";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-976";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-1172";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-988";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-882";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-894";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-906";"Ra-0";"46";"3,3"
"PlastEdge_2019-917";"Com-1";"49,416";"2,823"
"PlastEdge_2019-929";"An-1";"51,2167";"4,4"
"PlastEdge_2019-941";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-953";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-965";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-977";"An-1";"51,2167";"4,4"
"PlastEdge_2019-1183";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-989";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-883";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-895";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-907";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-918";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-930";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-942";"Pla-0";"41,5";"2,25"
"PlastEdge_2019-954";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-966";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-978";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-1195";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-990";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-884";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-896";"Ra-0";"46";"3,3"
"PlastEdge_2019-908";"Pla-0";"41,5";"2,25"
"PlastEdge_2019-919";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-931";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-943";"Ag-0";"45";"1,3"
"PlastEdge_2019-955";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-967";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-979";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-1207";"An-1";"51,2167";"4,4"
"PlastEdge_2019-991";"Ag-0";"45";"1,3"
"PlastEdge_2019-885";"TEDEN 02";"62,8836";"18,1842"
